date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:15:53	10603/10603	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/images/Testimonials/pic-4.png	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/images/Testimonials/pic-4.png	(from https://elora.asdesignsgalaxy.com/)
16:15:53	62418/62418	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/images/Testimonials/pic-5.png	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/images/Testimonials/pic-5.png	(from https://elora.asdesignsgalaxy.com/)
16:15:54	377971/377971	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/images/Blogs/blog-1.png	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/images/Blogs/blog-1.png	(from https://elora.asdesignsgalaxy.com/)
16:15:55	224993/224993	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/images/Blogs/blog-2.png	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/images/Blogs/blog-2.png	(from https://elora.asdesignsgalaxy.com/)
16:15:57	252610/252610	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/images/Blogs/blog-5.png	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/images/Blogs/blog-5.png	(from https://elora.asdesignsgalaxy.com/)
16:15:58	404332/404332	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/images/Blogs/blog-4.png	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/images/Blogs/blog-4.png	(from https://elora.asdesignsgalaxy.com/)
16:15:58	279618/279618	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/images/Blogs/blog-3.png	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/images/Blogs/blog-3.png	(from https://elora.asdesignsgalaxy.com/)
16:16:00	41730/41730	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/magnific-popup/jquery.magnific-popup.js	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/magnific-popup/jquery.magnific-popup.js	(from https://elora.asdesignsgalaxy.com/)
16:16:00	32880/32880	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/typed/typed.js	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/typed/typed.js	(from https://elora.asdesignsgalaxy.com/)
16:16:01	288580/288580	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/jquery/jquery-3.6.0.js	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/jquery/jquery-3.6.0.js	(from https://elora.asdesignsgalaxy.com/)
16:16:01	785/785	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/js/script.js	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/js/script.js	(from https://elora.asdesignsgalaxy.com/)
16:16:01	304727/304727	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/swiper/swiper.js	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/swiper/swiper.js	(from https://elora.asdesignsgalaxy.com/)
16:16:01	434/434	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/js/scroll-spy.js	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/js/scroll-spy.js	(from https://elora.asdesignsgalaxy.com/)
16:16:02	470/470	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/js/counter-up.js	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/js/counter-up.js	(from https://elora.asdesignsgalaxy.com/)
16:16:02	1217/1217	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/js/portfolio.js	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/js/portfolio.js	(from https://elora.asdesignsgalaxy.com/)
16:16:03	532/532	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/js/testi-slider.js	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/js/testi-slider.js	(from https://elora.asdesignsgalaxy.com/)
16:16:03	531/531	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/js/blog-slider.js	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/js/blog-slider.js	(from https://elora.asdesignsgalaxy.com/)
16:16:05	133034/133034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-brands-400.eot	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-brands-400.eot	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:05	133034/133034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-brands-400.eot?	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:07	89824/89824	---M--	200	added ('OK')	font/woff	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-brands-400.woff	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-brands-400.woff	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:07	76548/76548	---M--	200	added ('OK')	font/woff2	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-brands-400.woff2	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-brands-400.woff2	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:07	132728/132728	---M--	200	added ('OK')	font/ttf	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-brands-400.ttf	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-brands-400.ttf	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:09	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-regular-400.eot	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-regular-400.eot	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:09	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-regular-400.eot?	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:10	13600/13600	---M--	200	added ('OK')	font/woff2	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-regular-400.woff2	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-regular-400.woff2	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:11	16800/16800	---M--	200	added ('OK')	font/woff	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-regular-400.woff	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-regular-400.woff	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:11	34092/34092	---M--	200	added ('OK')	font/ttf	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-regular-400.ttf	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-regular-400.ttf	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:12	715890/715890	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-brands-400.svg	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-brands-400.svg	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:13	144322/144322	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-regular-400.svg	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-regular-400.svg	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:13	194078/194078	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-solid-900.eot	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-solid-900.eot	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:15	76120/76120	---M--	200	added ('OK')	font/woff2	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-solid-900.woff2	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-solid-900.woff2	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:16	194078/194078	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-solid-900.eot?	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:16	99004/99004	---M--	200	added ('OK')	font/woff	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-solid-900.woff	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-solid-900.woff	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:16	193792/193792	---M--	200	added ('OK')	font/ttf	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-solid-900.ttf	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-solid-900.ttf	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
16:16:18	849240/849240	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Apr%202022%2013:01:52%20GMT	https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-solid-900.svg	D:/SMIT/HTML/lectureno6/portfolio/elora.asdesignsgalaxy.com/assets/vendors/font-awesome/webfonts/fa-solid-900.svg	(from https://elora.asdesignsgalaxy.com/assets/vendors/font-awesome/css/all.min.css)
